53
16301834	11304132	33690548	35161225	31945305	30810222	3386095	13545889	14673377	12255547	0	2540000	40069312	38764653	37586568	8621033	8814190	30840324	34535666	18155817	25699143	28818756	25819818	22389921	27570291	13632425	21065732	24017423	23459737	26584129	19722766	35021332	30136102	43381169	37401970	35968775	28713696	14349928	16624825	18967139	21354699	24874075	22857139	20954266	19199398	11205761	15174791	5997935	10406508	18436614	18575967	27990168	27841431
18841134	13842757	35185700	36769446	33251715	31964728	4258708	13789926	17126609	14673377	2540000	0	41488605	40069312	38764653	10981488	11133769	33193511	36652364	20664008	28222741	31037196	28274544	23972404	29533001	14533090	21659473	24727895	23372673	27633891	21116428	36865797	32261090	44888856	39140657	36743546	29678472	16624825	18967139	21354699	23773875	26979503	24874075	22857139	20954266	13116154	16635465	7819806	11552903	18640548	18437131	28367026	27994356
34609672	35707512	6488756	5981718	8406210	10344727	37232514	29519864	38630657	39198484	40069312	41488605	0	2540000	5080000	33165169	40229884	22820644	15723264	30959011	31005863	19530441	27068944	17777029	15713883	27287102	22076246	19075727	25793701	14756854	20376057	9690441	17051187	3812158	6830923	11724033	13539713	28373758	27680887	27208383	26967830	19360087	19693786	20341598	21274850	29211745	24899961	34103076	29955246	26263001	28328161	19537988	21931951
34318580	35065109	5981754	6492948	6821685	8377612	35827755	27727069	38223519	38630657	38764653	40069312	2540000	0	2540000	32200874	39438704	23709963	16988278	30765644	31434658	20122672	27499301	16735810	15801908	25703125	20085451	17006250	23493288	12859927	19047223	10825661	17720983	6189761	8392980	9191589	11417364	27680887	27208383	26967830	26965438	19356754	19360087	19693786	20341598	28115609	23604437	32846475	28516450	24248784	26230574	17136763	19499901
34214085	34597697	6508611	7838304	5942189	6801368	34552846	26058808	37982237	38223519	37586568	38764653	5080000	2540000	0	31412854	38797970	24828333	18517164	30781368	32059555	21007355	28153127	16032939	16290417	24282061	18231654	15081277	21247526	11220247	17980904	12385007	18714345	8660077	10350165	6664899	9502197	27208383	26967830	26965438	27201268	19683955	19356754	19360087	19693786	27213086	22521858	31743743	27238984	22342000	24217854	14781999	17099269
9356556	5288019	26679387	27818271	25521938	24886318	7797908	12645313	9913324	8543051	8621033	10981488	33165169	32200874	31412854	0	7620000	22224064	26092124	10072533	17686445	20259494	17357592	15465081	19455675	10375799	17631863	19911230	22123236	21173250	13611568	27097431	21694663	36202371	29703365	31076617	23477145	5780788	8003912	10373568	12808685	16494308	14683688	13117256	11891901	4381666	9381577	4307323	7415054	16687631	17967388	24744973	25361421
9200105	5005989	33751203	34658479	32870431	32379388	10759879	19227844	6248865	3709183	8814190	11133769	40229884	39438704	38797970	7620000	0	26092124	31365868	12304118	19045885	25213825	20259494	22769683	25647866	17631863	25104518	27494602	29136465	28765727	21173250	33376818	27097431	43070432	36202371	38684167	31076617	11891901	13117256	14683688	16494308	22275340	20969961	19904547	19119254	12001560	17001543	9697255	14375909	23723386	24640394	32248079	32723487
17360682	21150605	18361363	17217368	20466471	22127005	29641091	28388791	21574095	23335895	30840324	33193511	22820644	23709963	24828333	22224064	26092124	0	7620000	13816962	9435294	4331302	6198762	16382869	9721875	24691756	26154974	25498199	32501949	22357827	19122401	13145801	6166463	23716401	16216396	29221623	23835876	16617994	14226389	11896459	9672877	8528703	10986354	13474582	15979110	20915714	20536575	25765344	24814346	28889946	31332849	29980285	32132131
23436102	26366753	12439455	10678864	15321060	17477493	32689157	29001237	27742055	29133212	34535666	36652364	15723264	16988278	18517164	26092124	31365868	7620000	0	19645035	16853597	6198762	13199164	15299117	7757541	25522770	24691756	23143389	30689330	19122401	18643735	6166463	4400823	16216396	8922115	23835876	19963054	20325164	18421311	16687729	15182856	9672877	11896459	14226389	16617994	23613195	21579314	28867345	26627474	28200378	30698204	26760920	29151385
3818563	7455429	24789636	25025997	24994820	25357297	17856713	20707426	8113064	9572262	18155817	20664008	30959011	30765644	30781368	10072533	12304118	13816962	19645035	0	7620000	13453832	7982200	15773630	15325533	17379615	22658452	23771883	28484608	23023562	16091105	22724598	15641802	33201448	25804756	32564425	25253374	6524006	4702243	3816112	4462907	11663890	11432039	11757546	12597280	11160764	14096512	14309835	15701445	23432051	25371303	28961464	30330618
9850526	14636764	25607650	25088369	26821372	27852064	25475800	27549077	13488907	15699255	25699143	28222741	31005863	31434658	32059555	17686445	19045885	9435294	16853597	7620000	0	11524416	3939805	19464626	15773630	24002395	28061885	28484608	34260359	26636505	20936635	21651664	14037562	32453850	24835492	35236383	28616321	13466127	11053298	8713061	6524006	12597280	13858074	15437105	17247184	18312193	20235746	21895570	22829367	29606489	31769265	33544261	35277435
17253622	20209217	14499040	13679735	16330506	17882909	27225563	24846741	21558979	22935022	28818756	31037196	19530441	20122672	21007355	20259494	25213825	4331302	6198762	13453832	11524416	0	7620000	12221611	5401339	21195006	22027896	21233935	28344458	18027743	15139130	10134672	2514889	20942381	13322428	25062185	19513041	14482411	12404409	10530988	8990954	4648825	7188604	9728498	12268437	18226181	17066947	23353156	21727215	24953176	27425618	25659979	27829409
11294192	15436443	21687570	21148609	22990343	24117812	25079343	25689319	15438212	17307920	25819818	28274544	27068944	27499301	28153127	17357592	20259494	6198762	13199164	7982200	3939805	7620000	0	16168861	11884391	22027896	25245929	25360413	31554380	23171849	18027743	17754641	10134672	28562360	20942381	31489621	25062185	12268437	9728498	7188604	4648825	8860851	10420131	12310434	14402002	17023709	18030354	21298547	21366566	27198484	29483233	30312275	32169481
18778315	18611370	11330123	12797194	10100812	9831374	19723977	13898370	22231113	22271705	22389921	23972404	17777029	16735810	16032939	15465081	22769683	16382869	15299117	15773630	19464626	12221611	16168861	0	7620000	10686014	9807698	9264974	16127938	7309741	3409684	13392841	11703896	20997811	15290902	16834553	9489348	11254020	11410581	12110034	13266790	7923518	5781639	4120167	3664341	11434888	7376359	16396374	12653461	12958208	15457527	14143450	16049772
19054571	20809486	9879147	9741358	11165640	12545957	25439921	21244270	23202400	24059663	27570291	29533001	15713883	15801908	16290417	19455675	25647866	9721875	7757541	15325533	15773630	5401339	11884391	7620000	0	17783560	17270062	16127938	23462945	12682723	10910778	7730170	4167555	17883635	10617347	19813209	14114135	13907805	12580374	11662238	11254020	3664341	4773072	6711202	8955526	16417387	13899086	21713724	19046124	20576650	23076363	20358987	22586420
18466713	15501273	21206235	23072601	18927764	17482727	10401137	3705703	20098897	18914867	13632425	14533090	27287102	25703125	24282061	10375799	17631863	24691756	25522770	17379615	24002395	21195006	22027896	10686014	17783560	0	7620000	10414896	11778836	13108726	7346289	24076427	21476102	30837036	25841093	22336350	15149051	10855826	13015270	15292113	17640958	16554220	14024532	11499392	8982636	6610762	4155379	8382087	3382215	6372022	8023631	14746797	15092449
24601067	22460688	16841622	19138462	13800512	11740513	17734312	8075643	26916187	26043957	21065732	21659473	22076246	20085451	18231654	17631863	25104518	26154974	24691756	22658452	28061885	22027896	25245929	9807698	17270062	7620000	0	3203717	6366688	7346289	7226758	21476102	21421960	25841093	22377001	15149051	8729474	16466298	17963498	19675842	21552110	17640958	15292113	13015270	10855826	13422128	8804460	16002045	11002066	4191712	6430120	7150724	7838805
26096182	24464625	14172021	16564059	10947280	8737679	20726397	11259273	28771657	28122576	24017423	24727895	19075727	17006250	15081277	19911230	27494602	25498199	23143389	23771883	28484608	21233935	25360413	9264974	16127938	10414896	3203717	0	7620000	4572418	7701099	19329382	20284090	22866516	19899434	12019341	5596107	17946630	19088356	20482976	22082629	17152569	15037302	13074152	11342384	15572651	10655171	18728751	13762497	7261454	9253287	5189963	6809428
30048197	27280053	21539622	23991190	18153040	15746014	20093885	10047483	31874979	30665547	23459737	23372673	25793701	23493288	21247526	22123236	29136465	32501949	30689330	28484608	34260359	28344458	31554380	16127938	23462945	11778836	6366688	7620000	0	12075715	13572870	26936457	27629549	29602301	27375283	16359661	12429415	22082629	23846087	25739706	27736839	23997925	21658730	19370184	17152569	18332173	14390753	19505291	14801912	5438785	4937102	6694740	5113917
25864625	25106808	9603392	11992253	6455899	4485045	23459463	14876653	29063733	28810683	26584129	27633891	14756854	12859927	11220247	21173250	28765727	22357827	19122401	23023562	26636505	18027743	23171849	7309741	12682723	13108726	7346289	4572418	12075715	0	7620000	14897149	16715526	18505135	15336702	9944757	2326909	17991472	18538960	19406086	20552434	14467418	12786705	11427890	10516497	16814148	11867500	20883006	16181376	11537620	13709273	7709529	10040037
18573623	17502928	14088399	15813665	12234313	11318808	16858763	10489265	21549449	21206924	19722766	21116428	20376057	19047223	17980904	13611568	21173250	19122401	18643735	16091105	20936635	15139130	18027743	3409684	10910778	7346289	7226758	7701099	13572870	7620000	0	16750226	14897149	23786433	18505135	17564472	9944757	10516497	11427890	12786705	14467418	10598993	8156733	5799063	3691770	9298274	4558497	13801722	9613767	9815424	12295123	12882766	14398999
26518722	28523440	6613725	4565618	9880322	12269608	32689137	27180395	30742238	31719353	35021332	36865797	9690441	10825661	12385007	27097431	33376818	13145801	6166463	22724598	21651664	10134672	17754641	13392841	7730170	24076427	21476102	19329382	26936457	14897149	16750226	0	7620000	10808131	3189161	17985299	15184463	21622044	20293730	19210970	18417124	11203279	12465327	14076877	15932225	23816188	20614359	29081084	25904931	25396485	27826147	22144236	24621499
19459256	22113494	12223689	11248203	14319215	16061208	28317319	25038034	23752531	25004297	30136102	32261090	17051187	17720983	18714345	21694663	27097431	6166463	4400823	15641802	14037562	2514889	10134672	11703896	4167555	21476102	21421960	20284090	27629549	16715526	14897149	7620000	0	18427953	10808131	23076022	17985299	15932225	14076877	12465327	11203279	5288220	7605010	10030468	12501504	19245064	17444583	24485024	22384646	24650085	27146633	24419570	26686446
36938098	38415261	9703170	8412634	12092846	14129474	40630254	33187337	41067947	41810271	43381169	44888856	3812158	6189761	8660077	36202371	43070432	23716401	16216396	33201448	32453850	20942381	28562360	20997811	17883635	30837036	25841093	22866516	29602301	18505135	23786433	10808131	18427953	0	7620000	15134805	17345565	31178666	30264527	29541110	29022680	21539025	22232653	23185238	24366430	32385744	28257750	37391785	33397972	30031393	32119778	23313070	25687211
29582660	31407689	5926160	3426408	9431157	11931128	34919895	28719666	33778166	34676894	37401970	39140657	6830923	8392980	10350165	29703365	36202371	16216396	8922115	25804756	24835492	13322428	20942381	15290902	10617347	25841093	22377001	19899434	27375283	15336702	18505135	3189161	10808131	7620000	0	16534352	15134805	24366430	23185238	22232653	21539025	14201129	15232639	16592099	18206190	26216192	22652875	31420426	27941406	26454119	28803056	22016767	24516763
35607931	35045038	11415068	13507934	8756869	7385679	32711700	23215503	38944090	38748114	35968775	36743546	11724033	9191589	6664899	31076617	38684167	29221623	23835876	32564425	35236383	25062185	31489621	16834553	19813209	22336350	15149051	12019341	16359661	9944757	17564472	17985299	23076022	15134805	16534352	0	7620000	27875898	28242633	28829327	29622915	22646693	21598280	20808697	20308158	26702692	21718995	30493737	25615698	18803142	20194409	9668686	11587816
28149197	27433689	9220279	11712132	5756253	3316617	25541705	16616901	31381081	31137541	28713696	29678472	13539713	11417364	9502197	23477145	31076617	23835876	19963054	25253374	28616321	19513041	25062185	9489348	14114135	15149051	8729474	5596107	12429415	2326909	9944757	15184463	17985299	17345565	15134805	7620000	0	20308158	20808697	21598280	22646693	16259061	14763809	13582571	12802564	19110939	14145988	23080457	18308563	12854414	14815261	6961625	9447657
8161763	7393063	21910780	22766999	21267344	21073014	13030976	14224008	11072951	11023315	14349928	16624825	28373758	27680887	27208383	5780788	11891901	16617994	20325164	6524006	13466127	14482411	12268437	11254020	13907805	10855826	16466298	17946630	22082629	17991472	10516497	21622044	15932225	31178666	24366430	27875898	20308158	0	2540000	5080000	7620000	10776307	9158100	8032185	7620000	4851882	7719440	9167148	9364860	16946512	18850644	23103150	24258113
7368299	8230117	21307693	21899128	21072301	21178146	15493591	16509616	11023315	11546423	16624825	18967139	27680887	27208383	26967830	8003912	13117256	14226389	18421311	4702243	11053298	12404409	9728498	11410581	12580374	13015270	17963498	19088356	23846087	18538960	11427890	20293730	14076877	30264527	23185238	28242633	20808697	2540000	0	2540000	5080000	9158100	8032185	7620000	8032185	7347946	9489010	11652401	11808575	18882239	20914145	24278238	25628760
7407595	9680675	20996584	21300482	21182233	21583767	17977753	18860425	11546423	12570979	18967139	21354699	27208383	26967830	26965438	10373568	14683688	11896459	16687729	3816112	8713061	10530988	7188604	12110034	11662238	15292113	19675842	20482976	25739706	19406086	12786705	19210970	12465327	29541110	22232653	28829327	21598280	5080000	2540000	0	2540000	8032185	7620000	8032185	9158100	9866462	11549721	14157100	14285919	20947479	23072914	25651771	27168251
8267788	11515178	20990438	20994106	21592484	22273468	20475620	21254813	12570979	13987221	21354699	23773875	26967830	26965438	27201268	12808685	16494308	9672877	15182856	4462907	6524006	8990954	4648825	13266790	11254020	17640958	21552110	22082629	27736839	20552434	14467418	18417124	11203279	29022680	21539025	29622915	22646693	7620000	5080000	2540000	0	7620000	8032185	9158100	10776307	12393749	13771493	16672483	16782005	23107530	25302578	27193695	28849568
15405315	17365676	13390619	13396368	14254951	15266815	23029276	20199634	19578544	20516633	24874075	26979503	19360087	19356754	19683955	16494308	22275340	8528703	9672877	11663890	12597280	4648825	8860851	7923518	3664341	16554220	17640958	17152569	23997925	14467418	10598993	11203279	5288220	21539025	14201129	22646693	16259061	10776307	9158100	8032185	7620000	0	2540000	5080000	7620000	13958178	12437031	19197713	17205120	20388726	22846502	21861754	23890098
14961279	16207494	13400251	13871580	13625538	14241744	20839773	17662780	18936995	19578544	22857139	24874075	19693786	19360087	19356754	14683688	20969961	10986354	11896459	11432039	13858074	7188604	10420131	5781639	4773072	14024532	15292113	15037302	21658730	12786705	8156733	12465327	7605010	22232653	15232639	21598280	14763809	9158100	8032185	7620000	8032185	2540000	0	2540000	5080000	11771694	9920776	17058837	14780661	17903604	20349485	19911117	21830096
14941862	15385130	13882651	14774370	13454000	13619182	18738941	15126982	18622657	18936995	20954266	22857139	20341598	19693786	19360087	13117256	19904547	13474582	14226389	11757546	15437105	9728498	12310434	4120167	6711202	11499392	13015270	13074152	19370184	11427890	5799063	14076877	10030468	23185238	16592099	20808697	13582571	8032185	7620000	8032185	9158100	5080000	2540000	0	2540000	9757973	7420717	15045229	12402536	15436358	17864592	18107238	19881463
15348674	14954089	14791635	16032669	13757477	13455117	16760158	12592877	18652081	18622657	19199398	20954266	21274850	20341598	19693786	11891901	19119254	15979110	16617994	12597280	17247184	12268437	14402002	3664341	8955526	8982636	10855826	11342384	17152569	10516497	3691770	15932225	12501504	24366430	18206190	20308158	12802564	7620000	8032185	9158100	10776307	7620000	5080000	2540000	0	8047763	4961399	13214275	10103518	12997170	15397693	16498326	18080245
11880909	9052901	22755143	24076390	21369176	20610475	9076398	9614858	13580820	12623072	11205761	13116154	29211745	28115609	27213086	4381666	12001560	20915714	23613195	11160764	18312193	18226181	17023709	11434888	16417387	6610762	13422128	15572651	18332173	16814148	9298274	23816188	19245064	32385744	26216192	26702692	19110939	4851882	7347946	9866462	12393749	13958178	11771694	9757973	8047763	0	5000000	5296448	4546137	12967596	14584205	20479034	21224263
15810630	13812133	18555203	20153698	16792786	15816057	12378530	7854457	18171837	17467654	15174791	16635465	24899961	23604437	22521858	9381577	17001543	20536575	21579314	14096512	20235746	17066947	18030354	7376359	13899086	4155379	8804460	10655171	14390753	11867500	4558497	20614359	17444583	28257750	22652875	21718995	14145988	7719440	9489010	11549721	13771493	12437031	9920776	7420717	4961399	5000000	0	9243233	5296448	9408004	11534775	15675204	16637023
13619671	9186100	27706848	29163341	26036019	25001386	3883174	9536763	13649853	11829264	5997935	7819806	34103076	32846475	31743743	4307323	9697255	25765344	28867345	14309835	21895570	23353156	21298547	16396374	21713724	8382087	16002045	18728751	19505291	20883006	13801722	29081084	24485024	37391785	31420426	30493737	23080457	9167148	11652401	14157100	16672483	19197713	17058837	15045229	13214275	5296448	9243233	0	5000000	14135106	14946127	23119363	23337276
16184265	12681460	23701971	25389258	21698970	20446034	7317174	5273695	17312149	15916139	10406508	11552903	29955246	28516450	27238984	7415054	14375909	24814346	26627474	15701445	22829367	21727215	21366566	12653461	19046124	3382215	11002066	13762497	14801912	16181376	9613767	25904931	22384646	33397972	27941406	25615698	18308563	9364860	11808575	14285919	16782005	17205120	14780661	12402536	10103518	4546137	5296448	5000000	0	9368469	10552427	18122946	18400127
24773179	21861573	20997529	23260755	17990629	15922382	15050520	4892640	26466901	25228891	18436614	18640548	26263001	24248784	22342000	16687631	23723386	28889946	28200378	23432051	29606489	24953176	27198484	12958208	20576650	6372022	4191712	7261454	5438785	11537620	9815424	25396485	24650085	30031393	26454119	18803142	12854414	16946512	18882239	20947479	23107530	20388726	17903604	15436358	12997170	12967596	9408004	14135106	9368469	0	2500000	9780947	9405048
26464153	23228633	23260755	25568129	20156965	17990629	15227996	5414021	27858371	26445963	18575967	18437131	28328161	26230574	24217854	17967388	24640394	31332849	30698204	25371303	31769265	27425618	29483233	15457527	23076363	8023631	6430120	9253287	4937102	13709273	12295123	27826147	27146633	32119778	28803056	20194409	14815261	18850644	20914145	23072914	25302578	22846502	20349485	17864592	15397693	14584205	11534775	14946127	10552427	2500000	0	10741459	9780947
31260764	29468243	16090910	18590909	12586070	10086162	24620157	14577425	33844099	33092304	27990168	28367026	19537988	17136763	14781999	24744973	32248079	29980285	26760920	28961464	33544261	25659979	30312275	14143450	20358987	14746797	7150724	5189963	6694740	7709529	12882766	22144236	24419570	23313070	22016767	9668686	6961625	23103150	24278238	25651771	27193695	21861754	19911117	18107238	16498326	20479034	15675204	23119363	18122946	9780947	10741459	0	2500000
32410097	30274682	18590909	21090907	15086009	12586070	24455344	14297308	34749864	33830912	27841431	27994356	21931951	19499901	17099269	25361421	32723487	32132131	29151385	30330618	35277435	27829409	32169481	16049772	22586420	15092449	7838805	6809428	5113917	10040037	14398999	24621499	26686446	25687211	24516763	11587816	9447657	24258113	25628760	27168251	28849568	23890098	21830096	19881463	18080245	21224263	16637023	23337276	18400127	9405048	9780947	2500000	0
