32
373.249 190.717 283.33 334.427 284.274 170.356 177.165 79.8943 298.47 359.83 165.73 550.845 241.796 379.182 413.573 503.848 36.0373 306.135 212.698 270.5 331.135 431 0 401.886 297.659 390.38 297.933 457.922 360.449 73.2602 155.685 448.295 
74.908 295.579 118.556 292.472 375.81 289.986 224.721 321.992 261.327 289.364 236.157 161.78 160.091 22.7047 115.318 101.962 437.924 339.529 252.142 131.386 263.072 148.77 401.886 0 104.227 323.945 103.953 56.0355 282.897 374.595 246.201 46.4084 
75.5899 291.28 54.4411 301.5 384.838 270.92 130.765 217.765 270.355 298.392 223.399 253.186 82.3498 81.5225 124.345 206.189 333.696 348.557 261.17 27.1587 272.1 157.798 297.659 104.227 0 332.973 17.1256 160.263 291.924 270.368 141.974 150.636 
398.853 284.073 387.414 55.9533 178.322 278.48 213.215 310.486 91.9106 34.5806 224.65 162.165 415.323 329.525 208.627 265.102 426.417 84.2449 177.683 341.363 60.8728 175.175 390.38 323.945 332.973 0 350.098 308.327 41.0483 363.089 355.851 285.784 
75.3159 308.406 37.3155 318.626 401.964 288.045 147.891 218.039 287.481 315.518 240.524 252.912 65.2242 81.2485 141.471 205.915 333.97 365.683 278.296 27.4326 289.226 174.924 297.933 103.953 17.1256 350.098 0 159.989 309.05 270.642 142.248 150.362 
90.5255 351.614 174.591 276.854 360.193 346.021 280.756 378.027 245.709 273.747 292.192 146.162 216.126 78.7402 99.7 45.9265 493.959 323.912 245.224 187.421 247.455 133.153 457.922 56.0355 160.263 308.327 159.989 0 267.279 430.631 302.237 22.5438 
357.805 254.142 346.366 26.0218 148.391 248.548 183.283 280.554 61.9792 6.46772 194.719 190.396 374.274 288.477 167.579 224.053 396.486 56.6329 147.751 300.315 29.3141 134.126 360.449 282.897 291.924 41.0483 309.05 267.279 0 333.158 314.802 244.735 
345.958 117.456 256.039 307.136 211.014 97.0959 149.874 77.9285 271.179 332.539 138.439 523.554 256.174 351.89 386.282 476.557 63.3283 278.844 185.407 243.209 303.844 403.709 73.2602 374.595 270.368 363.089 270.642 430.631 333.158 0 196.701 421.004 
217.564 314.158 127.645 324.378 407.716 293.797 153.643 118.773 293.233 321.27 246.277 395.16 86.1107 223.497 257.888 348.163 191.722 371.435 284.048 114.815 294.978 275.315 155.685 246.201 141.974 355.851 142.248 302.237 314.802 196.701 0 292.61 
113.069 341.987 164.964 254.311 337.649 336.394 271.129 368.4 223.166 251.203 282.565 123.618 206.499 69.1131 77.1562 55.5536 484.332 301.368 235.597 177.794 224.911 110.609 448.295 46.4084 150.636 285.784 150.362 22.5438 244.735 421.004 292.61 0 
