48
492 480 468 456 468 480 492 504 516 528 516 504 252 240 252 264 276 288 300 288 276 288 276 264 252 240 228 216 228 240 252 264 276 288 276 264 12 0 12 24 36 48 60 48 36 48 36 24 
504 492 480 468 480 492 504 516 528 540 528 516 264 252 240 252 264 276 288 276 288 300 288 276 264 252 240 228 240 252 264 276 288 300 288 276 24 12 0 12 24 36 48 36 48 60 48 36 
516 504 492 480 492 504 516 528 540 552 540 528 276 264 252 240 252 264 276 288 300 312 300 288 276 264 252 240 252 264 276 288 300 312 300 288 36 24 12 0 12 24 36 48 60 72 60 48 
504 492 480 468 480 492 504 516 528 540 528 516 264 252 240 228 240 252 264 276 288 300 288 276 288 276 264 252 240 252 264 276 288 300 288 276 48 36 24 12 0 12 24 36 48 60 48 36 
492 480 468 456 468 480 492 504 516 528 516 504 252 240 228 216 228 240 252 264 276 288 276 264 300 288 276 264 252 240 252 264 276 288 276 288 60 48 36 24 12 0 12 24 36 48 36 48 
480 468 456 444 456 468 480 492 504 516 504 492 240 228 216 204 216 228 240 252 264 276 264 252 312 300 288 276 264 252 240 252 264 276 288 300 72 60 48 36 24 12 0 12 24 36 48 60 
468 456 444 432 444 456 468 480 492 504 492 480 228 216 204 216 228 240 252 240 252 264 252 240 300 288 276 264 252 240 228 240 252 264 276 288 60 48 36 48 36 24 12 0 12 24 36 48 
456 444 432 420 432 444 456 468 480 492 480 468 216 204 216 228 240 252 264 252 240 252 240 228 288 276 264 252 240 228 216 228 240 252 264 276 48 36 48 60 48 36 24 12 0 12 24 36 
444 432 420 408 420 432 444 456 468 480 468 456 204 216 228 240 252 264 276 264 252 240 228 216 276 264 252 240 228 216 204 216 228 240 252 264 36 48 60 72 60 48 36 24 12 0 12 24 
456 444 432 420 432 444 456 468 480 492 480 468 216 228 240 252 264 276 288 276 264 252 240 228 264 252 240 228 216 204 216 228 240 252 240 252 24 36 48 60 48 36 48 36 24 12 0 12 
468 456 444 432 444 456 468 480 492 504 492 480 228 240 252 264 276 288 300 288 276 264 252 240 252 240 228 216 204 216 228 240 252 264 252 240 12 24 36 48 36 48 60 48 36 24 12 0 
