35
143.684 192.209 298.64 407.658 427.061 139.964 376.597 287.466 227.571 55.8838 0 116.784 273.682 42.2375 140.129 179.46 200.542 243.085 419.151 186.263 123.435 154.838 261.427 336.66 358.222 19.0508 338.274 164.529 33.911 141.993 352.328 84.6886 95.5364 140.284 44.4698 
160.113 208.637 315.068 424.086 443.489 225.949 259.813 303.894 243.999 172.668 116.784 0 263.346 159.022 56.067 195.888 216.97 259.513 435.579 202.691 63.2634 271.622 190.73 353.089 374.651 135.835 354.702 180.957 137.917 158.421 368.756 32.0954 111.965 257.068 151.27 
308.129 103.123 51.7223 160.74 323.638 382.848 102.915 99.0897 56.9966 329.566 273.682 263.346 0 315.92 207.279 99.4651 350.943 342.737 172.233 119.896 200.083 428.52 72.616 89.7427 354.742 292.733 150.317 121.162 294.815 233.392 379.643 237.63 204.388 413.967 308.168 
179.291 227.816 334.247 443.265 462.668 175.571 418.835 323.073 263.178 87.3984 42.2375 159.022 315.92 0 182.366 216.455 236.149 278.692 454.758 221.87 165.673 112.6 303.665 372.267 393.829 33.6417 373.881 200.136 69.518 177.6 387.935 126.926 131.143 140.074 8.86279 
174.575 152.57 259.001 368.019 387.422 249.294 236.468 247.827 187.932 196.013 140.129 56.067 207.279 182.366 0 139.821 217.39 209.184 379.512 146.625 16.6936 294.966 134.663 297.022 318.584 159.18 298.635 124.89 161.262 102.354 312.689 55.4402 70.8345 280.413 174.615 
208.664 12.7487 119.18 228.198 247.601 283.383 202.38 108.006 48.1107 230.101 179.46 195.888 99.4651 216.455 139.821 0 251.478 243.272 239.691 20.431 132.625 329.055 87.2101 157.2 255.277 193.268 158.814 21.6974 195.35 133.927 280.178 170.172 104.923 314.502 223.93 
56.8576 247.82 337.448 236.186 226.519 60.5777 453.858 251.853 293.947 148.751 200.542 216.97 350.943 236.149 217.39 251.478 0 42.5429 242.776 231.047 200.696 126.389 338.688 299.659 157.681 202.507 200.626 229.781 166.631 117.551 151.786 191.254 146.555 96.0749 245.012 
99.4005 239.615 329.242 227.98 183.976 103.121 445.652 243.648 285.741 191.293 243.085 259.513 342.737 278.692 209.184 243.272 42.5429 0 234.57 222.841 196.25 168.932 330.482 291.453 115.138 245.05 192.42 221.575 209.174 109.345 109.243 233.797 147.549 138.618 287.555 
275.466 226.942 120.511 11.4929 215.471 279.186 211.082 131.685 191.58 367.359 419.151 435.579 172.233 454.758 379.512 239.691 242.776 234.57 0 232.887 372.316 344.998 244.849 82.4902 246.575 421.116 80.8767 254.622 385.24 277.158 271.476 409.863 323.614 314.684 463.62 
188.233 16.7732 112.377 221.395 240.798 262.952 222.811 101.203 62.8995 209.67 186.263 202.691 119.896 221.87 146.625 20.431 231.047 222.841 232.887 0 139.428 308.624 107.641 150.397 234.846 188.228 152.011 21.7346 174.919 113.496 259.747 176.975 90.7268 294.071 230.733 
157.882 145.374 251.805 360.823 380.226 232.601 253.162 240.631 180.736 179.319 123.435 63.2634 200.083 165.673 16.6936 132.625 200.696 196.25 372.316 139.428 0 278.273 137.992 289.825 311.387 142.486 291.439 117.694 144.568 95.1576 305.493 38.7466 54.1409 263.72 157.921 
120.391 325.397 415.024 333.505 352.908 65.8113 531.435 329.43 371.523 98.9538 154.838 271.622 428.52 112.6 294.966 329.055 126.389 168.932 344.998 308.624 278.273 0 416.265 377.235 284.07 135.787 278.203 307.358 133.704 195.127 278.175 239.526 224.132 30.3142 120.352 
295.874 90.8679 124.338 233.356 311.383 370.593 115.17 113.164 53.2689 317.311 261.427 190.73 72.616 303.665 134.663 87.2101 338.688 330.482 244.849 107.641 137.992 416.265 0 162.359 342.487 280.478 163.972 108.907 282.56 221.138 367.388 176.739 192.133 401.712 295.913 
256.844 144.452 38.0203 70.9973 272.353 331.563 154.199 49.1946 109.09 284.869 336.66 353.089 89.7427 372.267 297.022 157.2 299.659 291.453 82.4902 150.397 289.825 377.235 162.359 0 303.458 338.626 99.0324 172.132 302.749 194.668 328.358 327.373 241.124 362.682 381.13 
214.538 251.619 341.247 239.985 68.8383 218.258 457.657 255.653 297.746 306.431 358.222 374.651 354.742 393.829 318.584 255.277 157.681 115.138 246.575 234.846 311.387 284.07 342.487 303.458 0 360.188 204.425 233.58 324.311 216.23 24.9003 348.935 262.686 253.755 402.692 
145.65 194.174 300.605 409.623 429.026 141.929 395.648 289.431 235.737 53.7567 19.0508 135.835 292.733 33.6417 159.18 193.268 202.507 245.05 421.116 188.228 142.486 135.787 280.478 338.626 360.188 0 340.239 171.571 35.8762 143.958 354.293 103.739 97.5016 121.234 42.5045 
194.59 146.065 136.821 69.3838 173.321 232.531 253.232 51.2273 110.703 286.483 338.274 354.702 150.317 373.881 298.635 158.814 200.626 192.42 80.8767 152.011 291.439 278.203 163.972 99.0324 204.425 340.239 0 173.745 304.363 196.281 229.326 328.986 242.738 263.65 382.744 
186.966 27.6801 134.111 243.129 262.532 261.685 224.077 122.937 64.1659 208.404 164.529 180.957 121.162 200.136 124.89 21.6974 229.781 221.575 254.622 21.7346 117.694 307.358 108.907 172.132 233.58 171.571 173.745 0 173.653 112.23 258.48 155.241 83.2256 292.804 208.998 
109.773 191.693 281.32 373.747 393.15 106.053 397.73 253.555 237.819 34.7507 33.911 137.917 294.815 69.518 161.262 195.35 166.631 209.174 385.24 174.919 144.568 133.704 282.56 302.749 324.311 35.8762 304.363 173.653 0 108.082 318.417 105.822 90.4275 119.151 78.3808 
74.7362 130.27 219.897 265.665 285.068 149.455 336.307 145.473 176.396 96.1737 141.993 158.421 233.392 177.6 102.354 133.927 117.551 109.345 277.158 113.496 95.1576 195.127 221.138 194.668 216.23 143.958 196.281 112.23 108.082 0 210.335 132.705 46.4563 180.574 186.462 
208.644 276.52 366.147 264.886 74.7327 212.364 482.558 280.553 322.646 300.537 352.328 368.756 379.643 387.935 312.689 280.178 151.786 109.243 271.476 259.747 305.493 278.175 367.388 328.358 24.9003 354.293 229.326 258.48 318.417 210.335 0 343.04 256.792 247.861 396.798 
134.397 182.921 289.352 398.37 417.773 193.854 291.909 278.178 218.283 140.572 84.6886 32.0954 237.63 126.926 55.4402 170.172 191.254 233.797 409.863 176.975 38.7466 239.526 176.739 327.373 348.935 103.739 328.986 155.241 105.822 132.705 343.04 0 86.2487 224.973 119.174 
103.741 101.265 203.104 312.121 331.524 178.46 307.303 191.929 147.391 125.178 95.5364 111.965 204.388 131.143 70.8345 104.923 146.555 147.549 323.614 90.7268 54.1409 224.132 192.133 241.124 262.686 97.5016 242.738 83.2256 90.4275 46.4563 256.792 86.2487 0 209.579 140.006 
105.838 310.844 400.471 303.191 322.594 35.4971 516.882 314.877 356.97 84.4005 140.284 257.068 413.967 140.074 280.413 314.502 96.0749 138.618 314.684 294.071 263.72 30.3142 401.712 362.682 253.755 121.234 263.65 292.804 119.151 180.574 247.861 224.973 209.579 0 148.937 
188.154 236.679 343.11 452.127 471.531 184.434 411.083 331.936 272.04 96.2612 44.4698 151.27 308.168 8.86279 174.615 223.93 245.012 287.555 463.62 230.733 157.921 120.352 295.913 381.13 402.692 42.5045 382.744 208.998 78.3808 186.462 396.798 119.174 140.006 148.937 0 
