40
186.667 200 213.333 226.667 240 226.667 213.333 200 386.667 400 413.333 426.667 440 426.667 413.333 400 13.3333 26.6667 40 26.6667 40 26.6667 13.3333 0 213.333 226.667 240 226.667 240 226.667 213.333 200 386.667 386.667 386.667 386.667 386.667 386.667 386.667 386.667 
400 386.667 373.333 386.667 400 413.333 426.667 413.333 200 213.333 226.667 240 253.333 240 226.667 213.333 200 186.667 173.333 186.667 200 213.333 226.667 213.333 0 13.3333 26.6667 40 53.3333 40 26.6667 13.3333 600 600 600 600 600 600 600 600 
413.333 400 386.667 400 413.333 426.667 440 426.667 213.333 200 213.333 226.667 240 226.667 240 226.667 213.333 200 186.667 200 213.333 226.667 240 226.667 13.3333 0 13.3333 26.6667 40 26.6667 40 26.6667 613.333 613.333 613.333 613.333 613.333 613.333 613.333 613.333 
426.667 413.333 400 413.333 426.667 440 453.333 440 226.667 213.333 200 213.333 226.667 240 253.333 240 226.667 213.333 200 213.333 226.667 240 253.333 240 26.6667 13.3333 0 13.3333 26.6667 40 53.3333 40 626.667 626.667 626.667 626.667 626.667 626.667 626.667 626.667 
413.333 400 386.667 400 413.333 426.667 440 426.667 213.333 200 186.667 200 213.333 226.667 240 226.667 240 226.667 213.333 200 213.333 226.667 240 226.667 40 26.6667 13.3333 0 13.3333 26.6667 40 26.6667 613.333 613.333 613.333 613.333 613.333 613.333 613.333 613.333 
400 386.667 373.333 386.667 400 413.333 426.667 413.333 200 186.667 173.333 186.667 200 213.333 226.667 213.333 253.333 240 226.667 213.333 200 213.333 226.667 240 53.3333 40 26.6667 13.3333 0 13.3333 26.6667 40 600 600 600 600 600 600 600 600 
386.667 373.333 360 373.333 386.667 400 413.333 400 186.667 173.333 186.667 200 213.333 200 213.333 200 240 226.667 213.333 200 186.667 200 213.333 226.667 40 26.6667 40 26.6667 13.3333 0 13.3333 26.6667 586.667 586.667 586.667 586.667 586.667 586.667 586.667 586.667 
373.333 360 346.667 360 373.333 386.667 400 386.667 173.333 186.667 200 213.333 226.667 213.333 200 186.667 226.667 213.333 200 186.667 173.333 186.667 200 213.333 26.6667 40 53.3333 40 26.6667 13.3333 0 13.3333 573.333 573.333 573.333 573.333 573.333 573.333 573.333 573.333 
386.667 373.333 360 373.333 386.667 400 413.333 400 186.667 200 213.333 226.667 240 226.667 213.333 200 213.333 200 186.667 173.333 186.667 200 213.333 200 13.3333 26.6667 40 26.6667 40 26.6667 13.3333 0 586.667 586.667 586.667 586.667 586.667 586.667 586.667 586.667 
200 213.333 226.667 213.333 200 186.667 173.333 186.667 400 413.333 426.667 413.333 400 386.667 373.333 386.667 400 413.333 426.667 413.333 400 386.667 373.333 386.667 600 613.333 626.667 613.333 600 586.667 573.333 586.667 0 0 0 0 0 0 0 0 
200 213.333 226.667 213.333 200 186.667 173.333 186.667 400 413.333 426.667 413.333 400 386.667 373.333 386.667 400 413.333 426.667 413.333 400 386.667 373.333 386.667 600 613.333 626.667 613.333 600 586.667 573.333 586.667 0 0 0 0 0 0 0 0 
200 213.333 226.667 213.333 200 186.667 173.333 186.667 400 413.333 426.667 413.333 400 386.667 373.333 386.667 400 413.333 426.667 413.333 400 386.667 373.333 386.667 600 613.333 626.667 613.333 600 586.667 573.333 586.667 0 0 0 0 0 0 0 0 
200 213.333 226.667 213.333 200 186.667 173.333 186.667 400 413.333 426.667 413.333 400 386.667 373.333 386.667 400 413.333 426.667 413.333 400 386.667 373.333 386.667 600 613.333 626.667 613.333 600 586.667 573.333 586.667 0 0 0 0 0 0 0 0 
200 213.333 226.667 213.333 200 186.667 173.333 186.667 400 413.333 426.667 413.333 400 386.667 373.333 386.667 400 413.333 426.667 413.333 400 386.667 373.333 386.667 600 613.333 626.667 613.333 600 586.667 573.333 586.667 0 0 0 0 0 0 0 0 
200 213.333 226.667 213.333 200 186.667 173.333 186.667 400 413.333 426.667 413.333 400 386.667 373.333 386.667 400 413.333 426.667 413.333 400 386.667 373.333 386.667 600 613.333 626.667 613.333 600 586.667 573.333 586.667 0 0 0 0 0 0 0 0 
200 213.333 226.667 213.333 200 186.667 173.333 186.667 400 413.333 426.667 413.333 400 386.667 373.333 386.667 400 413.333 426.667 413.333 400 386.667 373.333 386.667 600 613.333 626.667 613.333 600 586.667 573.333 586.667 0 0 0 0 0 0 0 0 
200 213.333 226.667 213.333 200 186.667 173.333 186.667 400 413.333 426.667 413.333 400 386.667 373.333 386.667 400 413.333 426.667 413.333 400 386.667 373.333 386.667 600 613.333 626.667 613.333 600 586.667 573.333 586.667 0 0 0 0 0 0 0 0 
