35
210 198.333 186.667 175 163.333 175 186.667 198.333 35 23.3333 35 23.3333 11.6667 0 11.6667 23.3333 385 373.333 361.667 350 338.333 350 361.667 373.333 210 198.333 210 198.333 186.667 175 186.667 198.333 337.333 337.333 337.333 
198.333 186.667 175 163.333 151.667 163.333 175 186.667 23.3333 35 46.6667 35 23.3333 11.6667 0 11.6667 373.333 361.667 350 338.333 326.667 338.333 350 361.667 198.333 210 221.667 210 198.333 186.667 175 186.667 325.667 325.667 325.667 
186.667 175 163.333 151.667 163.333 175 186.667 175 11.6667 23.3333 35 23.3333 35 23.3333 11.6667 0 361.667 350 338.333 326.667 315 326.667 338.333 350 186.667 198.333 210 198.333 186.667 175 163.333 175 337.333 337.333 337.333 
175 186.667 198.333 210 221.667 210 198.333 186.667 350 361.667 373.333 385 396.667 385 373.333 361.667 0 11.6667 23.3333 35 46.6667 35 23.3333 11.6667 175 186.667 198.333 210 221.667 210 198.333 186.667 349 349 349 
186.667 175 186.667 198.333 210 198.333 210 198.333 338.333 350 361.667 373.333 385 373.333 361.667 350 11.6667 0 11.6667 23.3333 35 23.3333 35 23.3333 163.333 175 186.667 198.333 210 198.333 186.667 175 360.667 360.667 360.667 
198.333 186.667 175 186.667 198.333 210 221.667 210 326.667 338.333 350 361.667 373.333 361.667 350 338.333 23.3333 11.6667 0 11.6667 23.3333 35 46.6667 35 151.667 163.333 175 186.667 198.333 186.667 175 163.333 372.333 372.333 372.333 
186.667 175 163.333 175 186.667 198.333 210 198.333 315 326.667 338.333 350 361.667 350 338.333 326.667 35 23.3333 11.6667 0 11.6667 23.3333 35 23.3333 163.333 175 186.667 175 186.667 175 163.333 151.667 360.667 360.667 360.667 
175 163.333 151.667 163.333 175 186.667 198.333 186.667 303.333 315 326.667 338.333 350 338.333 326.667 315 46.6667 35 23.3333 11.6667 0 11.6667 23.3333 35 175 186.667 198.333 186.667 175 163.333 151.667 163.333 349 349 349 
163.333 151.667 163.333 175 186.667 175 186.667 175 315 326.667 338.333 350 361.667 350 338.333 326.667 35 23.3333 35 23.3333 11.6667 0 11.6667 23.3333 186.667 198.333 210 198.333 186.667 175 163.333 175 337.333 337.333 337.333 
151.667 163.333 175 186.667 198.333 186.667 175 163.333 326.667 338.333 350 361.667 373.333 361.667 350 338.333 23.3333 35 46.6667 35 23.3333 11.6667 0 11.6667 198.333 210 221.667 210 198.333 186.667 175 186.667 325.667 325.667 325.667 
163.333 175 186.667 198.333 210 198.333 186.667 175 338.333 350 361.667 373.333 385 373.333 361.667 350 11.6667 23.3333 35 23.3333 35 23.3333 11.6667 0 186.667 198.333 210 198.333 210 198.333 186.667 175 337.333 337.333 337.333 
350 338.333 326.667 338.333 350 361.667 373.333 361.667 175 186.667 198.333 210 221.667 210 198.333 186.667 175 163.333 151.667 163.333 175 186.667 198.333 186.667 0 11.6667 23.3333 35 46.6667 35 23.3333 11.6667 524 524 524 
361.667 350 338.333 350 361.667 373.333 385 373.333 186.667 175 186.667 198.333 210 198.333 210 198.333 186.667 175 163.333 175 186.667 198.333 210 198.333 11.6667 0 11.6667 23.3333 35 23.3333 35 23.3333 535.667 535.667 535.667 
373.333 361.667 350 361.667 373.333 385 396.667 385 198.333 186.667 175 186.667 198.333 210 221.667 210 198.333 186.667 175 186.667 198.333 210 221.667 210 23.3333 11.6667 0 11.6667 23.3333 35 46.6667 35 547.333 547.333 547.333 
361.667 350 338.333 350 361.667 373.333 385 373.333 186.667 175 163.333 175 186.667 198.333 210 198.333 210 198.333 186.667 175 186.667 198.333 210 198.333 35 23.3333 11.6667 0 11.6667 23.3333 35 23.3333 535.667 535.667 535.667 
350 338.333 326.667 338.333 350 361.667 373.333 361.667 175 163.333 151.667 163.333 175 186.667 198.333 186.667 221.667 210 198.333 186.667 175 186.667 198.333 210 46.6667 35 23.3333 11.6667 0 11.6667 23.3333 35 524 524 524 
338.333 326.667 315 326.667 338.333 350 361.667 350 163.333 151.667 163.333 175 186.667 175 186.667 175 210 198.333 186.667 175 163.333 175 186.667 198.333 35 23.3333 35 23.3333 11.6667 0 11.6667 23.3333 512.333 512.333 512.333 
326.667 315 303.333 315 326.667 338.333 350 338.333 151.667 163.333 175 186.667 198.333 186.667 175 163.333 198.333 186.667 175 163.333 151.667 163.333 175 186.667 23.3333 35 46.6667 35 23.3333 11.6667 0 11.6667 500.667 500.667 500.667 
338.333 326.667 315 326.667 338.333 350 361.667 350 163.333 175 186.667 198.333 210 198.333 186.667 175 186.667 175 163.333 151.667 163.333 175 186.667 175 11.6667 23.3333 35 23.3333 35 23.3333 11.6667 0 512.333 512.333 512.333 
174 185.667 197.333 185.667 174 162.333 150.667 162.333 349 360.667 372.333 360.667 349 337.333 325.667 337.333 349 360.667 372.333 360.667 349 337.333 325.667 337.333 524 535.667 547.333 535.667 524 512.333 500.667 512.333 0 0 0 
174 185.667 197.333 185.667 174 162.333 150.667 162.333 349 360.667 372.333 360.667 349 337.333 325.667 337.333 349 360.667 372.333 360.667 349 337.333 325.667 337.333 524 535.667 547.333 535.667 524 512.333 500.667 512.333 0 0 0 
174 185.667 197.333 185.667 174 162.333 150.667 162.333 349 360.667 372.333 360.667 349 337.333 325.667 337.333 349 360.667 372.333 360.667 349 337.333 325.667 337.333 524 535.667 547.333 535.667 524 512.333 500.667 512.333 0 0 0 
